employee_id,date,check_in,check_out,working_hours,late,status
EMP005,2025-01-20,09:21:00,17:41:24,8.34,Yes,Present
EMP005,2025-01-21,09:27:00,18:46:12,9.32,Yes,Present
EMP005,2025-01-22,09:08:00,17:06:48,7.98,No,Present
EMP005,2025-01-23,09:12:00,17:39:00,8.45,No,Present
EMP005,2025-01-24,09:11:00,18:53:36,9.71,No,Present
EMP005,2025-01-27,09:20:00,17:17:36,7.96,Yes,Present
EMP005,2025-01-28,09:31:00,19:14:12,9.72,Yes,Present
EMP005,2025-01-29,09:15:00,17:18:00,8.05,No,Present
EMP005,2025-01-30,09:17:00,18:36:12,9.32,Yes,Present
EMP005,2025-01-31,09:25:00,17:34:00,8.15,Yes,Present
EMP005,2025-02-03,09:12:00,17:56:24,8.74,No,Present
EMP005,2025-02-04,09:34:00,17:14:12,7.67,Yes,Present
EMP005,2025-02-05,09:35:00,16:51:12,7.27,Yes,Present
EMP005,2025-02-06,09:29:00,19:08:00,9.65,Yes,Present
EMP005,2025-02-07,09:13:00,17:33:24,8.34,No,Present
EMP005,2025-02-10,09:18:00,18:39:36,9.36,Yes,Present
EMP005,2025-02-11,09:04:00,18:23:48,9.33,No,Present
EMP005,2025-02-12,09:26:00,18:23:00,8.95,Yes,Present
EMP005,2025-02-13,09:08:00,17:59:00,8.85,No,Present
EMP005,2025-02-14,09:15:00,17:06:36,7.86,No,Present
EMP005,2025-02-17,09:09:00,18:12:36,9.06,No,Present
EMP005,2025-02-18,09:24:00,16:47:24,7.39,Yes,Present
EMP005,2025-02-19,09:30:00,18:12:36,8.71,Yes,Present
EMP005,2025-02-20,09:34:00,18:05:12,8.52,Yes,Present
EMP005,2025-02-21,09:26:00,18:02:36,8.61,Yes,Present
EMP005,2025-02-24,09:23:00,18:24:12,9.02,Yes,Present
EMP005,2025-02-25,09:34:00,18:18:24,8.74,Yes,Present
EMP005,2025-02-26,09:05:00,16:33:48,7.48,No,Present
EMP005,2025-02-27,09:15:00,18:09:36,8.91,No,Present
EMP005,2025-02-28,09:22:00,16:59:48,7.63,Yes,Present
EMP006,2025-01-01,09:02:00,17:41:36,8.66,No,Present
EMP006,2025-01-02,09:25:00,19:07:36,9.71,Yes,Present
EMP006,2025-01-03,09:21:00,19:03:36,9.71,Yes,Present
EMP006,2025-01-06,09:27:00,16:55:48,7.48,Yes,Present
EMP006,2025-01-07,09:06:00,16:58:12,7.87,No,Present
EMP006,2025-01-08,09:32:00,18:40:24,9.14,Yes,Present
EMP006,2025-01-09,09:35:00,18:17:36,8.71,Yes,Present
EMP006,2025-01-10,09:14:00,17:35:36,8.36,No,Present
EMP006,2025-01-13,09:25:00,17:49:00,8.4,Yes,Present
EMP006,2025-01-14,09:32:00,17:07:24,7.59,Yes,Present
EMP006,2025-01-15,09:01:00,17:28:36,8.46,No,Present
EMP006,2025-01-16,09:18:00,17:34:48,8.28,Yes,Present
EMP006,2025-01-17,09:05:00,16:35:00,7.5,No,Present
EMP006,2025-01-20,09:09:00,17:15:36,8.11,No,Present
EMP006,2025-01-21,09:21:00,17:43:48,8.38,Yes,Present
EMP006,2025-01-22,09:13:00,17:46:00,8.55,No,Present
EMP006,2025-01-23,09:22:00,17:48:24,8.44,Yes,Present
EMP006,2025-01-24,09:28:00,18:32:48,9.08,Yes,Present
EMP006,2025-01-27,09:28:00,17:29:48,8.03,Yes,Present
EMP006,2025-01-29,09:19:00,16:38:12,7.32,Yes,Present
EMP006,2025-01-30,09:07:00,16:22:36,7.26,No,Present
EMP006,2025-01-31,09:21:00,18:13:48,8.88,Yes,Present
EMP006,2025-02-03,09:10:00,18:47:12,9.62,No,Present
EMP006,2025-02-04,09:15:00,17:47:24,8.54,No,Present
EMP006,2025-02-05,09:35:00,17:12:12,7.62,Yes,Present
EMP006,2025-02-06,09:35:00,17:53:36,8.31,Yes,Present
EMP006,2025-02-07,09:29:00,17:17:00,7.8,Yes,Present
EMP006,2025-02-10,09:25:00,18:15:24,8.84,Yes,Present
EMP006,2025-02-11,09:11:00,18:03:12,8.87,No,Present
EMP006,2025-02-12,09:27:00,17:40:48,8.23,Yes,Present
EMP006,2025-02-13,09:12:00,17:34:12,8.37,No,Present
EMP006,2025-02-14,09:27:00,17:39:36,8.21,Yes,Present
EMP006,2025-02-17,09:13:00,16:57:24,7.74,No,Present
EMP006,2025-02-18,09:04:00,17:46:00,8.7,No,Present
EMP006,2025-02-19,09:34:00,17:15:24,7.69,Yes,Present
EMP006,2025-02-20,09:20:00,17:02:36,7.71,Yes,Present
EMP006,2025-02-21,09:07:00,16:59:48,7.88,No,Present
EMP006,2025-02-24,09:31:00,18:05:12,8.57,Yes,Present
EMP006,2025-02-25,09:20:00,18:05:00,8.75,Yes,Present
EMP006,2025-02-26,09:25:00,18:08:48,8.73,Yes,Present
EMP006,2025-02-27,09:22:00,17:29:12,8.12,Yes,Present
EMP006,2025-02-28,09:29:00,18:17:36,8.81,Yes,Present
EMP007,2025-01-01,09:19:00,18:54:24,9.59,Yes,Present
EMP007,2025-01-02,09:05:00,18:02:00,8.95,No,Present
EMP007,2025-01-03,09:20:00,16:50:36,7.51,Yes,Present
EMP007,2025-01-06,09:19:00,16:49:00,7.5,Yes,Present
EMP007,2025-01-07,09:23:00,18:23:00,9.0,Yes,Present
EMP007,2025-01-08,09:32:00,17:44:36,8.21,Yes,Present
EMP007,2025-01-09,09:08:00,17:49:24,8.69,No,Present
EMP007,2025-01-10,09:27:00,17:07:48,7.68,Yes,Present
EMP007,2025-01-13,09:34:00,18:34:00,9.0,Yes,Present
EMP007,2025-01-14,09:11:00,17:49:24,8.64,No,Present
EMP007,2025-01-15,09:31:00,17:28:00,7.95,Yes,Present
EMP007,2025-01-16,09:11:00,17:12:12,8.02,No,Present
EMP007,2025-01-17,09:28:00,18:16:36,8.81,Yes,Present
EMP007,2025-01-22,09:22:00,19:02:12,9.67,Yes,Present
EMP007,2025-01-23,09:31:00,17:04:00,7.55,Yes,Present
EMP007,2025-01-24,09:24:00,19:06:36,9.71,Yes,Present
EMP007,2025-01-27,09:32:00,18:26:00,8.9,Yes,Present
EMP007,2025-01-28,09:26:00,18:24:48,8.98,Yes,Present
EMP007,2025-01-29,09:26:00,18:29:00,9.05,Yes,Present
EMP007,2025-01-30,09:28:00,17:56:12,8.47,Yes,Present
EMP007,2025-01-31,09:05:00,17:45:12,8.67,No,Present
EMP007,2025-02-03,09:14:00,17:11:36,7.96,No,Present
EMP007,2025-02-04,09:17:00,17:03:48,7.78,Yes,Present
EMP007,2025-02-05,09:18:00,16:56:24,7.64,Yes,Present
EMP007,2025-02-10,09:29:00,18:09:12,8.67,Yes,Present
EMP007,2025-02-11,09:31:00,18:08:48,8.63,Yes,Present
EMP007,2025-02-12,09:07:00,17:48:24,8.69,No,Present
EMP007,2025-02-14,09:17:00,18:30:12,9.22,Yes,Present
EMP007,2025-02-17,09:23:00,17:59:36,8.61,Yes,Present
EMP007,2025-02-18,09:02:00,18:12:48,9.18,No,Present
EMP007,2025-02-19,09:28:00,18:05:12,8.62,Yes,Present
EMP007,2025-02-20,09:27:00,16:55:12,7.47,Yes,Present
EMP007,2025-02-21,09:15:00,17:13:12,7.97,No,Present
EMP007,2025-02-24,09:02:00,17:24:12,8.37,No,Present
EMP007,2025-02-25,09:22:00,18:48:24,9.44,Yes,Present
EMP007,2025-02-26,09:05:00,17:25:24,8.34,No,Present
EMP007,2025-02-27,09:07:00,18:20:12,9.22,No,Present
EMP007,2025-02-28,09:15:00,17:00:00,7.75,No,Present
EMP008,2025-01-01,09:22:00,18:48:24,9.44,Yes,Present
EMP008,2025-01-02,09:27:00,17:04:48,7.63,Yes,Present
EMP008,2025-01-03,09:08:00,18:22:24,9.24,No,Present
EMP008,2025-01-06,09:13:00,18:30:24,9.29,No,Present
EMP008,2025-01-07,09:22:00,17:56:48,8.58,Yes,Present
EMP008,2025-01-08,09:34:00,17:12:24,7.64,Yes,Present
EMP008,2025-01-09,09:18:00,17:15:00,7.95,Yes,Present
EMP008,2025-01-10,09:17:00,18:57:48,9.68,Yes,Present
EMP008,2025-01-13,09:32:00,19:17:36,9.76,Yes,Present
EMP008,2025-01-14,09:06:00,16:39:00,7.55,No,Present
EMP008,2025-01-15,09:26:00,19:01:24,9.59,Yes,Present
EMP008,2025-01-16,09:17:00,18:44:00,9.45,Yes,Present
EMP008,2025-01-17,09:08:00,18:09:12,9.02,No,Present
EMP008,2025-01-20,09:08:00,16:59:00,7.85,No,Present
EMP008,2025-01-21,09:20:00,18:41:00,9.35,Yes,Present
EMP008,2025-01-22,09:25:00,17:53:12,8.47,Yes,Present
EMP008,2025-01-23,09:17:00,18:06:48,8.83,Yes,Present
EMP008,2025-01-27,09:24:00,17:46:48,8.38,Yes,Present
EMP008,2025-01-28,09:05:00,17:20:00,8.25,No,Present
EMP008,2025-01-29,09:17:00,18:17:36,9.01,Yes,Present
EMP008,2025-01-31,09:23:00,17:45:48,8.38,Yes,Present
EMP008,2025-02-03,09:31:00,17:34:00,8.05,Yes,Present
EMP008,2025-02-04,09:00:00,18:27:36,9.46,No,Present
EMP008,2025-02-05,09:05:00,18:11:00,9.1,No,Present
EMP008,2025-02-06,09:29:00,18:20:00,8.85,Yes,Present
EMP008,2025-02-07,09:22:00,18:46:36,9.41,Yes,Present
EMP008,2025-02-10,09:34:00,17:47:48,8.23,Yes,Present
EMP008,2025-02-11,09:27:00,18:47:24,9.34,Yes,Present
EMP008,2025-02-12,09:31:00,17:25:00,7.9,Yes,Present
EMP008,2025-02-13,09:18:00,17:22:48,8.08,Yes,Present
EMP008,2025-02-14,09:08:00,17:48:12,8.67,No,Present
EMP008,2025-02-17,09:31:00,18:46:00,9.25,Yes,Present
EMP008,2025-02-18,09:03:00,16:22:12,7.32,No,Present
EMP008,2025-02-19,09:29:00,16:43:24,7.24,Yes,Present
EMP008,2025-02-20,09:10:00,17:31:00,8.35,No,Present
EMP008,2025-02-21,09:00:00,18:46:48,9.78,No,Present
EMP008,2025-02-24,09:27:00,17:10:48,7.73,Yes,Present
EMP008,2025-02-25,09:08:00,18:37:24,9.49,No,Present
EMP008,2025-02-26,09:19:00,16:55:36,7.61,Yes,Present
EMP008,2025-02-27,09:17:00,16:43:24,7.44,Yes,Present
EMP008,2025-02-28,09:23:00,17:14:00,7.85,Yes,Present
EMP009,2025-01-01,09:23:00,18:18:48,8.93,Yes,Present
EMP009,2025-01-02,09:10:00,16:29:48,7.33,No,Present
EMP009,2025-01-03,09:19:00,18:24:24,9.09,Yes,Present
EMP009,2025-01-06,09:14:00,17:33:12,8.32,No,Present
EMP009,2025-01-07,09:05:00,18:06:48,9.03,No,Present
EMP009,2025-01-08,09:00:00,16:45:00,7.75,No,Present
EMP009,2025-01-09,09:04:00,16:37:00,7.55,No,Present
EMP009,2025-01-10,09:14:00,17:47:00,8.55,No,Present
EMP009,2025-01-13,09:28:00,16:41:12,7.22,Yes,Present
EMP009,2025-01-14,09:21:00,18:40:12,9.32,Yes,Present
EMP009,2025-01-15,09:27:00,18:27:00,9.0,Yes,Present
EMP009,2025-01-16,09:30:00,16:52:48,7.38,Yes,Present
EMP009,2025-01-17,09:24:00,16:49:48,7.43,Yes,Present
EMP009,2025-01-20,09:06:00,16:34:12,7.47,No,Present
EMP009,2025-01-21,09:23:00,18:52:24,9.49,Yes,Present
EMP009,2025-01-22,09:08:00,17:20:00,8.2,No,Present
EMP009,2025-01-23,09:08:00,18:00:12,8.87,No,Present
EMP009,2025-01-24,09:09:00,16:31:48,7.38,No,Present
EMP009,2025-01-27,09:00:00,17:47:24,8.79,No,Present
EMP009,2025-01-28,09:10:00,17:30:24,8.34,No,Present
EMP009,2025-01-29,09:13:00,18:02:48,8.83,No,Present
EMP009,2025-01-30,09:09:00,18:44:24,9.59,No,Present
EMP009,2025-01-31,09:28:00,18:54:24,9.44,Yes,Present
EMP009,2025-02-10,09:05:00,18:36:48,9.53,No,Present
EMP009,2025-02-11,09:08:00,18:17:36,9.16,No,Present
EMP009,2025-02-12,09:24:00,17:30:36,8.11,Yes,Present
EMP009,2025-02-13,09:27:00,17:28:12,8.02,Yes,Present
EMP009,2025-02-14,09:08:00,16:58:24,7.84,No,Present
EMP009,2025-02-17,09:05:00,16:56:00,7.85,No,Present
EMP009,2025-02-18,09:18:00,18:31:48,9.23,Yes,Present
EMP009,2025-02-19,09:01:00,18:25:00,9.4,No,Present
EMP009,2025-02-20,09:19:00,17:02:48,7.73,Yes,Present
EMP009,2025-02-21,09:32:00,17:13:24,7.69,Yes,Present
EMP009,2025-02-24,09:25:00,17:23:12,7.97,Yes,Present
EMP009,2025-02-25,09:03:00,18:17:24,9.24,No,Present
EMP009,2025-02-26,09:15:00,17:44:24,8.49,No,Present
EMP009,2025-02-27,09:07:00,16:56:48,7.83,No,Present
EMP009,2025-02-28,09:04:00,17:38:12,8.57,No,Present
EMP010,2025-01-01,09:00:00,18:46:12,9.77,No,Present
EMP010,2025-01-02,09:20:00,16:52:24,7.54,Yes,Present
EMP010,2025-01-03,09:26:00,17:35:00,8.15,Yes,Present
EMP010,2025-01-06,09:11:00,18:21:48,9.18,No,Present
EMP010,2025-01-07,09:04:00,16:18:24,7.24,No,Present
EMP010,2025-01-08,09:04:00,16:18:24,7.24,No,Present
EMP010,2025-01-09,09:13:00,16:31:00,7.3,No,Present
EMP010,2025-01-10,09:03:00,18:43:12,9.67,No,Present
EMP010,2025-01-15,09:25:00,17:56:12,8.52,Yes,Present
EMP010,2025-01-16,09:32:00,18:43:24,9.19,Yes,Present
EMP010,2025-01-17,09:27:00,18:28:12,9.02,Yes,Present
EMP010,2025-01-20,09:05:00,17:57:12,8.87,No,Present
EMP010,2025-01-21,09:34:00,18:22:00,8.8,Yes,Present
EMP010,2025-01-22,09:17:00,16:42:12,7.42,Yes,Present
EMP010,2025-01-23,09:05:00,17:36:48,8.53,No,Present
EMP010,2025-01-24,09:13:00,18:56:48,9.73,No,Present
EMP010,2025-01-27,09:09:00,17:44:24,8.59,No,Present
EMP010,2025-01-28,09:25:00,18:08:12,8.72,Yes,Present
EMP010,2025-01-29,09:04:00,17:04:36,8.01,No,Present
EMP010,2025-01-30,09:27:00,18:33:00,9.1,Yes,Present
EMP010,2025-01-31,09:15:00,16:36:00,7.35,No,Present
EMP010,2025-02-05,09:05:00,18:41:00,9.6,No,Present
EMP010,2025-02-06,09:07:00,17:29:48,8.38,No,Present
EMP010,2025-02-07,09:03:00,17:03:00,8.0,No,Present
EMP010,2025-02-10,09:11:00,16:41:36,7.51,No,Present
EMP010,2025-02-11,09:08:00,18:09:12,9.02,No,Present
EMP010,2025-02-17,09:10:00,17:39:24,8.49,No,Present
EMP010,2025-02-18,09:22:00,17:55:36,8.56,Yes,Present
EMP010,2025-02-19,09:16:00,16:53:48,7.63,Yes,Present
EMP010,2025-02-20,09:08:00,18:17:00,9.15,No,Present
EMP010,2025-02-21,09:17:00,18:23:36,9.11,Yes,Present
EMP010,2025-02-24,09:07:00,18:19:36,9.21,No,Present
EMP010,2025-02-25,09:01:00,17:05:12,8.07,No,Present
EMP010,2025-02-26,09:27:00,17:21:36,7.91,Yes,Present
EMP010,2025-02-28,09:04:00,16:56:48,7.88,No,Present
EMP011,2025-01-01,09:04:00,17:33:24,8.49,No,Present
EMP011,2025-01-02,09:32:00,17:40:24,8.14,Yes,Present
EMP011,2025-01-03,09:31:00,18:56:48,9.43,Yes,Present
EMP011,2025-01-06,09:10:00,17:19:36,8.16,No,Present
EMP011,2025-01-07,09:16:00,18:28:36,9.21,Yes,Present
EMP011,2025-01-08,09:07:00,16:54:24,7.79,No,Present
